nome,cpf,idade,data,endereco,estado
CAROLINE PEIXOTO,036.519.782-30,66,1957-11-02,"LOTEAMENTO THALES PIRES, 51
VILA UNIÃO
19864-623 JESUS / RR",SERGIPE
MARIA VITÓRIA NOVAES,804.951.672-58,39,1984-08-08,"VIA VIEIRA, 26
OURO PRETO
40712368 OLIVEIRA DE GONÇALVES / GO",RORAIMA
BRUNA MOURA,240.561.398-06,94,1930-02-13,"QUADRA AMANDA MARTINS, 4
UNIVERSO
19144-449 NOVAES / MG",RIO GRANDE DO SUL
MAITÊ PEIXOTO,501.274.968-58,61,1962-04-07,"DISTRITO CALDEIRA, 95
SERRA
65997-329 RIBEIRO DA SERRA / PI",RIO GRANDE DO NORTE
DR. ANTHONY BARBOSA,749.318.650-20,20,2004-03-18,"DISTRITO DE FOGAÇA, 13
POMPÉIA
53877441 VIEIRA / AP",MINAS GERAIS
ALEXANDRE JESUS,269.471.530-34,69,1955-03-01,"AEROPORTO DE FOGAÇA, 74
VILA SANTA MONICA 2ª SEÇÃO
60502356 FOGAÇA / BA",PIAUÍ
MARCOS VINICIUS CAMPOS,421.936.780-22,45,1978-11-19,"TRECHO DE BARBOSA, 7
SÃO JOSÉ
35218-132 DA CUNHA / RJ",DISTRITO FEDERAL
JOÃO MIGUEL MOURA,371.528.490-05,129,1894-07-21,"PRAÇA DE COSTELA, 38
RENASCENÇA
34606-474 DA MOTA / MS",RORAIMA
ANA JÚLIA CARDOSO,096.825.473-00,106,1917-10-02,"PRAIA DA MATA, 88
VILA PIRATININGA VENDA NOVA
49395-768 BARBOSA / RJ",BAHIA
STELLA RODRIGUES,870.629.354-92,126,1897-10-11,"LOTEAMENTO MARIA ALICE COSTELA, 63
SANTA MARIA
89945979 LOPES / ES",TOCANTINS
REBECA DA ROSA,640.731.289-22,11,2013-01-01,"TRECHO DA MATA
BARROCA
57152686 DA MATA DO OESTE / SC",SERGIPE
HENRIQUE MONTEIRO,378.529.164-73,6,2018-03-09,"LARGO THEO SILVA, 91
NOSSA SENHORA DA CONCEIÇÃO
58201009 SANTOS DO AMPARO / SP",ESPÍRITO SANTO
ANA BEATRIZ TEIXEIRA,243.675.018-17,108,1916-03-14,"VIADUTO FERREIRA, 22
GOIANIA
03047145 TEIXEIRA DO GALHO / PE",PIAUÍ
LUIGI DA ROSA,316.092.874-87,5,2018-08-23,"PÁTIO DE ROCHA, 4
CINQUENTENÁRIO
90133939 RIBEIRO / MG",RIO GRANDE DO NORTE
MELISSA DIAS,170.842.953-05,10,2014-02-21,"QUADRA ISABEL CASTRO, 40
BIQUINHAS
73474-780 PORTO / PI",SÃO PAULO
BEATRIZ NUNES,483.651.072-44,129,1894-05-24,"PRAÇA DAS NEVES, 274
SÃO JORGE 3ª SEÇÃO
04812917 MORAES / SC",RIO GRANDE DO SUL
RAQUEL CAMPOS,213.869.074-13,124,1899-08-19,"ESTAÇÃO ANA LÍVIA FARIAS, 3
VILA SANTA ROSA
29209623 DA CUNHA DO SUL / GO",SERGIPE
ALÍCIA NASCIMENTO,578.310.692-59,111,1913-03-27,"AEROPORTO ALÍCIA VIEIRA, 84
COMITECO
22332319 COSTELA / TO",RONDÔNIA
MARIA JULIA VIEIRA,495.821.760-67,119,1905-03-20,"VALE OLIVEIRA, 15
GAMELEIRA
25736494 MARTINS / PR",MATO GROSSO
IGOR RAMOS,695.108.723-77,6,2017-06-29,"LAGO DE CALDEIRA, 4
BEIJA FLOR
80339055 GONÇALVES DE DA MATA / AC",PERNAMBUCO
ALICE CARDOSO,123.467.985-09,4,2019-10-14,"VIADUTO ARAÚJO, 76
SÃO BENTO
81023-402 DAS NEVES DE CASTRO / PR",BAHIA
JULIA DAS NEVES,201.495.378-32,122,1901-06-30,"PRAÇA MARIA SOPHIA DA CUNHA, 71
VILA BATIK
49888-794 PORTO PAULISTA / PI",PERNAMBUCO
KAMILLY REZENDE,470.598.623-74,140,1883-06-04,"SETOR DE PIRES, 39
CONJUNTO JATOBA
35413804 SILVEIRA / RO",MINAS GERAIS
BRENO FREITAS,205.941.738-41,16,2008-03-03,"LOTEAMENTO DE FERREIRA, 24
NOVA SUÍÇA
04025468 TEIXEIRA / PA",AMAZONAS
ANA LÍVIA DA PAZ,347.890.162-69,17,2006-09-01,"LADEIRA GOMES, 10
CALIFÓRNIA
16710644 SILVA DA PRAIA / RJ",DISTRITO FEDERAL
SR. DANIEL CAVALCANTI,609.138.254-33,6,2018-01-09,"NÚCLEO DE DA PAZ, 894
SION
45639-116 DA CRUZ DE PEREIRA / GO",MARANHÃO
SR. PEDRO CAVALCANTI,863.591.470-84,1,2022-12-20,"RECANTO DE MELO
NOSSA SENHORA DO ROSÁRIO
07870886 MONTEIRO / BA",MATO GROSSO
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,930.674.852-38,38,1985-10-14,"COLÔNIA DA ROCHA, 31
JARDIM AMÉRICA
88480-773 BARROS DE GOIÁS / RN",ALAGOAS
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,146.597.038-00,93,1930-08-27,"ESTRADA NOGUEIRA, 21
ATILA DE PAIVA
84689-543 NOGUEIRA / PB",MATO GROSSO DO SUL
RENAN DA LUZ,294.105.738-23,74,1949-07-29,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / PR",SÃO PAULO
CAROLINE COSTA,401.325.978-88,21,2003-02-20,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / RS",PERNAMBUCO
GIOVANNA FARIAS,241.763.805-35,40,1983-08-14,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / RJ",RIO GRANDE DO SUL
MAITÊ ARAÚJO,496.283.175-55,52,1971-07-10,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / RS",PIAUÍ
LAVÍNIA DA MOTA,039.485.716-00,21,2003-01-31,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / ES",RORAIMA
IGOR CARDOSO,345.061.892-05,49,1975-01-25,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / AM",PARAÍBA
MARIA JULIA CAMPOS,018.639.472-13,98,1925-08-08,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / MG",TOCANTINS
MARCOS VINICIUS DAS NEVES,617.948.250-02,86,1938-03-23,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / RO",SÃO PAULO
ISABEL BARBOSA,986.027.415-02,26,1997-12-17,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / MG",CEARÁ
RYAN GOMES,861.029.453-60,57,1966-05-17,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / SP",ACRE
BRENO DUARTE,463.105.289-98,66,1957-10-07,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / TO",RIO DE JANEIRO
ELOAH PEIXOTO,064.917.253-16,79,1944-05-23,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / MG",SERGIPE
LUIZA SALES,726.431.850-80,55,1968-05-01,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / GO",RIO GRANDE DO SUL
DR. ALEXANDRE SALES,427.398.061-40,87,1936-06-05,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / SP",SÃO PAULO
ALÍCIA CAMPOS,162.790.485-94,49,1975-03-20,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / GO",PIAUÍ
LUIGI PORTO,826.509.374-83,43,1980-08-18,"PARQUE DE SANTOS, 88
SÃO JOÃO
60112-833 RODRIGUES / PI",ESPÍRITO SANTO
